Student_ID,gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement
1440,Female,ECE,8.66,71.4,78.3,0,6.4,82.4,2,2,2,4,4,1,1,6.7,10,No,Medium,Tier 2,Yes,Low
1441,Female,CSE,9.36,86.7,77.4,0,4.8,79.9,8,3,5,2,5,5,3,6.1,10,No,Low,Tier 2,Yes,None
1442,Male,CSE,8.05,66.4,66.2,0,0.3,67.2,8,1,5,3,4,5,2,8.3,3,Yes,Medium,Tier 1,Yes,Medium
1443,Female,CE,7.43,71.3,68.0,1,6.1,73.2,1,2,1,2,4,3,0,7.1,8,No,Low,Tier 1,Yes,Medium
1444,Male,CSE,8.29,76.6,66.3,1,3.2,73.7,6,2,3,5,4,2,1,5.8,7,No,Medium,Tier 2,Yes,Medium
1445,Female,ME,6.9,67.2,58.7,2,2.6,72.5,4,1,2,1,3,0,6,8.0,5,No,Medium,Tier 1,Yes,Low
1446,Male,ECE,8.84,83.1,73.0,0,6.1,74.5,6,3,3,1,5,2,3,5.9,10,No,High,Tier 3,Yes,None
1447,Female,IT,10.0,95.6,87.9,0,6.0,81.4,6,4,5,5,4,5,6,5.1,4,No,High,Tier 3,No,Low
1448,Female,ECE,8.18,79.0,77.9,2,3.8,70.4,5,3,4,2,4,3,1,7.0,10,Yes,Medium,Tier 3,Yes,High
1449,Female,CSE,8.64,78.9,77.0,1,4.9,71.8,6,1,4,1,4,3,3,9.0,3,Yes,Low,Tier 3,Yes,Low
1450,Female,ME,8.91,79.8,84.6,1,2.8,64.1,7,3,4,1,4,2,3,4.8,7,No,High,Tier 2,Yes,None
1451,Male,IT,8.45,81.7,75.3,0,2.5,66.3,5,4,4,3,3,3,1,5.4,3,No,Low,Tier 3,Yes,None
1452,Female,IT,10.0,98.9,94.3,0,3.3,73.9,4,3,4,5,5,5,1,7.9,6,Yes,Medium,Tier 1,Yes,High
1453,Female,ECE,8.21,72.6,71.3,0,3.3,58.0,2,0,3,4,4,1,1,6.2,5,No,Low,Tier 1,Yes,Medium
1454,Male,ECE,8.37,81.0,82.3,1,2.8,62.5,7,4,5,1,4,4,5,7.7,9,Yes,Medium,Tier 3,Yes,Low
1455,Male,IT,9.61,85.4,83.9,0,5.8,75.0,6,4,4,3,5,4,2,6.0,6,No,High,Tier 1,Yes,Low
1456,Female,CSE,6.93,60.7,63.1,1,4.2,78.6,3,1,2,4,3,3,3,7.2,6,No,Low,Tier 3,Yes,High
1457,Female,ME,8.88,83.0,71.7,0,2.1,66.0,8,2,5,4,5,4,2,9.0,6,Yes,Medium,Tier 2,Yes,None
1458,Female,ECE,7.6,72.5,72.8,1,2.7,74.5,8,2,5,1,4,5,5,5.6,7,No,Medium,Tier 3,Yes,Medium
1459,Male,CSE,7.6,71.3,60.8,1,1.6,62.7,5,1,4,4,4,5,3,8.2,9,Yes,High,Tier 1,Yes,Medium
1460,Female,ECE,9.38,85.2,88.8,0,3.8,63.7,7,3,5,4,5,5,2,7.8,1,No,High,Tier 2,Yes,Low
1461,Male,CSE,7.8,71.2,67.2,0,6.9,73.6,8,1,5,2,3,6,3,5.2,10,No,Low,Tier 1,Yes,None
1462,Female,ME,8.19,67.3,67.8,0,4.6,71.0,5,1,3,1,4,6,4,7.7,7,Yes,Low,Tier 3,Yes,Low
1463,Male,IT,8.08,73.3,73.4,1,4.2,64.5,5,3,4,1,4,4,4,7.1,9,No,Medium,Tier 1,Yes,High
1464,Female,CSE,8.02,79.0,67.4,0,1.0,63.5,7,2,5,2,4,4,2,7.1,2,No,Medium,Tier 2,Yes,Medium
1465,Female,IT,8.23,79.9,77.5,3,6.7,89.6,7,1,5,5,5,6,1,7.4,3,No,Medium,Tier 1,Yes,High
1466,Male,CSE,8.75,75.8,76.7,0,4.1,65.6,8,0,5,5,5,6,2,6.6,1,No,Low,Tier 1,No,Medium
1467,Female,ECE,7.2,67.9,64.4,0,4.2,76.6,5,2,3,3,3,2,1,7.1,6,Yes,Low,Tier 2,Yes,High
1468,Male,CSE,6.34,59.6,55.7,0,1.7,72.4,4,0,2,1,3,3,2,7.3,2,No,Medium,Tier 1,Yes,High
1469,Female,IT,8.32,83.4,67.2,0,3.8,69.4,6,3,4,4,5,2,3,7.9,1,No,Low,Tier 3,Yes,Low
1470,Female,CE,8.32,79.6,76.3,3,2.2,65.2,3,2,3,1,3,4,3,5.2,10,No,High,Tier 1,Yes,Low
1471,Male,ME,8.63,79.4,75.2,0,2.6,61.4,8,3,5,4,3,4,3,8.5,9,No,Low,Tier 2,Yes,Medium
1472,Female,IT,7.98,75.3,68.1,0,0.6,55.0,6,2,4,1,4,2,3,5.6,8,No,Low,Tier 2,Yes,Medium
1473,Female,ME,7.37,63.0,65.2,0,0.1,61.3,5,1,3,5,4,2,3,7.9,8,No,High,Tier 1,Yes,Low
1474,Male,IT,8.85,81.2,89.0,0,8.3,96.4,7,0,5,3,4,6,2,7.1,9,No,Medium,Tier 2,No,High
1475,Male,CE,8.15,83.6,67.7,1,4.4,70.4,5,3,3,5,5,3,2,5.5,7,No,Medium,Tier 3,Yes,None
1476,Female,IT,8.86,80.1,70.5,1,6.3,82.1,6,1,4,4,5,4,6,7.6,2,No,Low,Tier 1,Yes,Low
1477,Female,ECE,5.68,50.0,54.7,1,3.4,65.6,1,1,2,3,3,3,3,5.9,6,No,Medium,Tier 1,Yes,Medium
1478,Female,CSE,8.06,79.0,70.0,2,3.6,67.6,3,3,2,1,4,2,2,8.3,3,No,Medium,Tier 2,Yes,Low
1479,Female,ECE,5.82,50.8,50.0,0,1.9,60.5,3,2,2,5,2,1,0,6.1,10,No,Medium,Tier 2,Yes,Low
1480,Male,CSE,10.0,85.5,86.5,0,5.2,71.9,6,3,4,4,5,4,3,5.2,9,No,High,Tier 2,Yes,High
1481,Female,ME,9.33,91.7,88.9,0,5.5,77.1,7,3,5,4,5,6,2,8.8,10,No,Medium,Tier 2,Yes,Medium
1482,Male,ECE,9.51,83.4,85.5,1,5.0,66.5,7,4,5,5,5,5,4,7.2,10,No,Medium,Tier 3,Yes,High
1483,Male,ME,7.69,68.9,65.1,0,4.0,71.3,1,2,1,5,3,1,2,8.0,10,Yes,Medium,Tier 1,Yes,Medium
1484,Male,CSE,8.21,72.8,74.2,1,4.6,63.2,7,4,5,4,4,6,4,6.0,8,No,Medium,Tier 2,Yes,Medium
1485,Male,CSE,6.75,70.4,62.5,1,3.1,66.9,7,3,4,1,4,2,4,4.7,7,No,Low,Tier 2,Yes,Medium
1486,Male,ECE,7.41,56.7,65.2,1,6.1,72.1,1,3,1,5,4,2,1,9.0,2,No,Medium,Tier 2,No,None
1487,Male,IT,7.53,70.8,69.1,1,1.3,70.9,8,3,4,4,4,4,2,7.0,9,No,Medium,Tier 3,Yes,Medium
1488,Female,ECE,7.84,64.3,72.2,0,2.4,68.1,8,1,5,5,4,5,3,7.6,1,No,Medium,Tier 2,Yes,Low
1489,Male,ECE,8.83,84.9,68.1,0,3.6,69.8,8,4,5,1,5,6,2,7.8,5,No,Medium,Tier 3,Yes,High
1490,Male,CE,8.5,73.8,84.3,0,1.5,57.6,5,2,3,3,5,2,2,6.6,3,No,Medium,Tier 2,Yes,Low
1491,Male,ME,7.4,65.3,68.3,2,0.9,62.5,8,2,5,3,3,5,2,7.3,8,No,High,Tier 1,Yes,Low
1492,Male,CSE,9.11,80.8,73.5,0,3.6,69.4,8,2,5,2,4,4,3,8.9,8,No,Low,Tier 1,Yes,Medium
1493,Male,ECE,7.26,65.9,69.8,0,3.1,70.5,7,1,4,5,4,4,3,7.0,2,Yes,Medium,Tier 2,Yes,Medium
1494,Male,CSE,6.8,56.5,69.4,2,3.7,70.0,4,0,2,1,3,1,2,8.1,4,No,Medium,Tier 2,No,None
1495,Female,IT,8.54,82.2,78.2,0,4.0,68.1,5,1,4,2,4,5,4,4.6,10,No,Medium,Tier 1,Yes,None
1496,Female,CSE,9.04,78.3,80.5,0,5.2,75.5,5,2,4,5,5,4,3,8.3,8,No,Medium,Tier 2,Yes,High
1497,Female,ECE,8.94,78.4,85.0,0,4.2,65.2,6,1,4,4,4,3,1,5.2,10,No,Low,Tier 2,Yes,Low
1498,Male,CSE,6.89,57.0,60.7,0,7.5,68.6,3,0,2,4,4,2,0,8.2,10,Yes,Medium,Tier 1,No,None
1499,Male,CSE,7.8,75.3,67.9,0,4.4,68.5,5,2,3,3,4,0,1,7.5,2,No,Low,Tier 1,Yes,Low
1500,Female,CE,8.56,76.2,76.5,0,7.1,74.2,6,2,4,5,4,4,5,6.9,9,No,High,Tier 3,No,Low
1501,Male,CSE,8.88,87.7,81.5,0,6.1,84.1,7,0,5,5,5,3,2,6.9,8,No,Medium,Tier 2,Yes,Low
1502,Male,CSE,10.0,74.7,90.9,0,6.3,85.2,5,2,4,1,5,5,4,6.7,9,No,High,Tier 3,Yes,High
1503,Male,ECE,6.66,64.0,61.4,0,0.9,66.2,8,1,5,2,4,5,2,6.0,9,No,Medium,Tier 2,Yes,Low
1504,Male,CSE,10.0,84.1,81.8,0,4.4,72.6,8,3,5,2,5,6,3,6.8,3,No,Medium,Tier 2,Yes,None
1505,Male,CSE,9.14,78.6,79.3,0,4.8,69.3,6,3,4,2,5,2,8,9.0,5,No,Medium,Tier 1,Yes,High
1506,Male,IT,9.61,86.5,91.5,0,3.4,70.0,7,2,5,3,5,6,1,8.6,4,Yes,High,Tier 2,Yes,Medium
1507,Male,CE,8.95,83.9,77.2,1,4.3,68.0,5,3,3,5,5,5,5,6.0,6,No,High,Tier 2,Yes,Low
1508,Male,IT,7.13,78.3,56.1,0,2.0,62.0,6,3,4,1,4,4,3,7.3,10,No,Low,Tier 2,Yes,Low
1509,Female,IT,8.28,70.8,84.5,0,6.9,76.7,7,2,5,4,4,5,1,7.1,5,No,Medium,Tier 1,Yes,High
1510,Female,ME,8.54,73.5,86.5,0,4.0,76.1,7,3,4,2,4,4,4,6.8,2,No,Medium,Tier 1,Yes,Low
1511,Female,CSE,6.89,58.8,68.7,0,4.8,72.8,3,1,3,4,3,3,3,5.8,6,Yes,Low,Tier 3,Yes,Medium
1512,Female,CE,6.45,56.1,57.8,0,2.4,54.2,2,3,1,2,4,1,1,7.5,7,No,Medium,Tier 2,Yes,Medium
1513,Female,IT,8.05,77.7,75.1,0,7.1,77.0,5,2,2,2,5,1,2,8.0,10,No,High,Tier 2,Yes,Low
1514,Male,CE,9.06,82.0,77.3,0,5.7,76.4,3,4,3,3,5,3,2,6.0,10,No,Medium,Tier 2,Yes,Medium
1515,Male,ECE,8.11,81.3,70.8,1,6.1,78.9,5,0,4,3,4,6,2,9.0,6,Yes,Medium,Tier 3,Yes,Low
1516,Male,CSE,9.13,89.0,77.9,0,8.1,76.6,8,3,5,1,5,6,2,8.8,3,No,Medium,Tier 2,Yes,None
1517,Female,IT,8.28,78.0,78.1,0,3.6,73.9,3,4,2,4,4,1,2,7.7,4,No,Medium,Tier 2,Yes,High
1518,Female,CE,9.36,82.5,100.0,0,5.2,80.6,5,4,3,1,5,3,3,5.5,8,No,Low,Tier 3,Yes,None
1519,Male,IT,8.85,70.6,78.7,0,5.0,77.0,8,2,5,4,4,3,5,7.5,8,No,Medium,Tier 3,Yes,Low
1520,Female,CSE,9.0,80.5,86.1,0,2.9,68.9,6,2,5,4,5,5,3,7.3,7,No,High,Tier 1,Yes,Medium
1521,Male,CSE,9.77,84.1,94.0,0,4.8,77.0,8,4,5,5,4,5,2,7.6,4,Yes,Medium,Tier 1,Yes,Medium
1522,Female,CSE,7.02,62.9,64.9,1,2.4,69.1,5,2,4,3,4,4,7,8.9,2,No,Low,Tier 3,No,Low
1523,Male,CE,6.39,55.9,61.0,2,3.9,66.8,4,0,2,3,3,2,1,6.8,3,No,Low,Tier 3,Yes,Medium
1524,Male,CSE,7.56,66.2,69.6,2,0.8,67.2,5,2,5,4,3,5,5,9.0,6,Yes,Low,Tier 2,Yes,None
1525,Male,CSE,9.17,82.5,87.6,2,2.4,72.7,6,2,4,5,4,4,1,7.5,8,Yes,Medium,Tier 2,Yes,Medium
1526,Male,IT,8.37,66.6,67.9,0,0.3,52.1,8,1,5,4,5,5,6,6.7,8,No,Medium,Tier 2,Yes,High
1527,Male,CSE,8.52,74.2,78.1,0,7.0,73.5,8,2,5,5,5,6,4,9.0,6,No,Low,Tier 2,Yes,High
1528,Male,IT,10.0,96.3,90.2,0,5.3,77.0,8,4,5,5,5,5,3,8.0,2,No,High,Tier 2,Yes,Medium
1529,Female,ECE,9.12,87.1,81.7,0,3.1,70.8,3,4,2,5,4,2,3,6.5,3,Yes,Medium,Tier 1,Yes,Low
1530,Male,IT,7.33,65.9,62.6,0,2.5,72.0,5,0,2,4,4,1,3,7.1,10,No,Medium,Tier 3,Yes,None
1531,Male,ME,9.9,80.8,96.3,0,6.3,83.5,2,2,2,1,4,1,2,7.8,6,Yes,High,Tier 3,Yes,Low
1532,Female,IT,7.35,64.7,67.3,0,7.6,85.4,8,2,5,3,5,4,4,6.8,5,No,Low,Tier 2,Yes,Medium
1533,Female,IT,9.18,79.9,88.5,0,5.6,76.5,7,1,5,1,5,5,2,7.2,1,No,High,Tier 2,Yes,None
1534,Male,CSE,8.03,73.2,73.5,0,6.7,75.3,4,2,2,1,5,1,3,6.0,1,No,Low,Tier 1,No,High
1535,Male,CSE,7.98,72.6,77.5,2,4.0,76.5,8,1,5,5,4,5,1,5.0,10,No,Medium,Tier 2,Yes,High
1536,Male,CSE,8.26,76.8,77.5,0,0.0,63.4,3,3,2,4,5,1,0,7.1,8,Yes,High,Tier 2,Yes,None
1537,Male,ME,9.16,75.5,81.8,0,3.8,76.0,8,3,5,5,4,6,3,7.2,8,No,High,Tier 2,Yes,Medium
1538,Female,IT,8.59,67.9,83.9,1,4.3,66.5,5,1,3,4,4,3,2,7.6,5,No,Medium,Tier 2,Yes,Medium
1539,Male,ECE,8.56,74.9,80.2,0,6.1,84.0,8,3,5,3,3,6,6,6.3,3,No,Medium,Tier 2,Yes,Low
1540,Male,ME,6.48,53.1,57.8,0,3.2,75.0,5,0,4,2,4,3,2,5.4,5,No,Medium,Tier 3,Yes,Medium
1541,Female,CSE,6.43,58.8,50.0,2,1.7,60.3,8,0,5,3,3,5,1,5.8,5,No,High,Tier 1,Yes,Low
1542,Male,IT,5.55,50.3,53.2,2,0.4,62.2,7,1,5,5,3,4,2,8.3,1,No,Low,Tier 2,Yes,None
1543,Male,IT,8.82,73.1,89.5,0,5.3,78.1,6,3,4,3,4,5,5,6.2,3,No,High,Tier 3,Yes,Medium
1544,Male,CSE,9.36,85.7,88.5,0,3.4,74.9,7,3,5,5,4,5,3,6.5,2,No,Medium,Tier 2,Yes,High
1545,Female,ECE,5.11,50.0,50.0,1,1.8,64.5,7,0,4,4,2,3,4,6.6,8,No,Medium,Tier 2,No,Low
1546,Male,CSE,9.35,92.2,80.4,1,5.2,74.2,6,4,4,2,5,4,1,6.3,10,No,Medium,Tier 2,Yes,Medium
1547,Female,ME,9.74,82.0,79.4,0,5.6,76.6,4,4,3,5,5,4,5,6.2,10,No,Medium,Tier 3,Yes,Low
1548,Male,ECE,8.42,74.8,80.6,0,3.6,66.1,2,1,1,5,3,0,1,6.0,6,No,High,Tier 1,Yes,High
1549,Male,CSE,10.0,87.0,91.9,0,6.0,78.1,5,3,5,3,5,5,4,8.7,5,No,Medium,Tier 2,Yes,High
1550,Female,ECE,8.74,88.1,73.0,1,5.3,78.6,2,4,2,1,4,3,4,7.8,2,Yes,High,Tier 1,Yes,None
1551,Female,ECE,7.32,57.1,64.3,0,3.7,74.3,7,1,5,1,3,5,1,8.5,2,No,Low,Tier 1,Yes,High
1552,Female,ECE,8.24,77.9,72.6,0,3.6,69.4,1,3,1,5,3,1,1,8.7,2,No,Medium,Tier 2,Yes,None
1553,Female,ME,9.51,83.5,88.2,0,3.3,73.2,4,3,2,1,5,0,2,4.2,10,Yes,High,Tier 1,Yes,None
1554,Female,CSE,7.66,63.9,69.2,0,4.0,72.9,6,2,3,3,4,6,6,7.4,8,Yes,Medium,Tier 3,Yes,Medium
1555,Male,CE,9.18,81.6,88.2,0,7.0,81.1,7,4,4,1,4,4,3,6.3,6,No,Medium,Tier 3,Yes,Low
1556,Male,CE,9.22,84.0,92.5,0,6.4,89.0,3,4,3,2,3,2,1,8.3,8,No,Medium,Tier 2,Yes,Medium
1557,Female,ECE,9.73,78.2,89.8,0,5.0,76.4,3,3,2,5,5,1,0,6.1,4,No,High,Tier 2,Yes,Medium
1558,Male,CSE,6.76,59.5,50.4,0,7.6,82.2,6,1,4,3,4,1,0,5.7,10,No,High,Tier 2,Yes,None
1559,Female,CE,9.8,86.6,92.1,0,6.3,79.6,4,4,2,5,5,2,3,5.3,10,Yes,Low,Tier 3,Yes,Low
1560,Female,IT,7.49,59.5,71.1,0,3.7,71.2,3,1,2,4,3,3,3,6.6,3,No,High,Tier 2,Yes,Low
1561,Male,CSE,10.0,94.1,94.2,0,5.1,74.3,8,4,5,3,5,6,4,8.1,4,Yes,Medium,Tier 1,Yes,Low
1562,Male,ECE,8.26,69.3,81.9,1,6.7,83.7,4,4,2,1,5,2,2,7.3,9,No,Low,Tier 3,Yes,None
1563,Female,CSE,7.75,76.1,75.8,0,4.2,73.1,8,1,5,5,4,5,4,5.6,10,No,High,Tier 3,Yes,None
1564,Male,ME,9.21,80.0,84.8,0,3.6,76.1,3,3,2,3,5,2,1,9.0,5,No,Medium,Tier 2,Yes,High
1565,Female,CSE,10.0,79.3,80.2,0,7.6,82.1,7,4,5,4,5,4,5,7.8,10,No,High,Tier 3,Yes,High
1566,Male,ECE,8.34,82.6,78.2,0,5.1,83.8,3,2,2,3,4,2,1,7.9,1,No,Low,Tier 3,Yes,None
1567,Female,ME,8.61,71.3,82.1,0,6.1,78.3,7,1,5,3,4,5,3,8.5,3,No,Low,Tier 2,Yes,Low
1568,Male,ME,7.38,63.4,75.2,1,2.6,68.0,4,2,2,4,3,1,4,5.0,7,No,Medium,Tier 2,Yes,Medium
1569,Female,ECE,7.99,68.3,78.8,0,5.8,74.8,6,1,4,2,3,4,3,5.9,6,No,Low,Tier 3,Yes,High
1570,Male,ECE,8.94,77.7,87.2,0,3.6,72.6,8,4,5,2,4,6,8,8.0,4,No,Medium,Tier 1,Yes,Low
1571,Male,ME,8.39,76.3,72.0,0,3.9,81.8,1,1,1,2,4,0,1,6.0,2,Yes,Low,Tier 2,Yes,High
1572,Male,CSE,9.31,89.6,84.7,0,2.1,66.6,6,3,5,1,5,5,3,6.7,6,No,Medium,Tier 1,Yes,Medium
1573,Female,CSE,7.39,56.4,56.7,0,3.6,74.9,8,3,4,5,5,5,3,6.9,10,No,Low,Tier 3,Yes,High
1574,Female,IT,8.61,76.5,72.9,0,1.2,62.7,7,2,4,1,4,4,4,5.5,6,No,Low,Tier 3,Yes,None
1575,Male,CSE,9.24,88.3,84.6,0,6.3,66.6,3,2,3,1,4,3,2,6.6,1,No,Medium,Tier 1,No,High
1576,Male,CE,7.76,70.1,68.2,0,2.9,76.9,5,1,4,4,4,5,2,8.1,10,Yes,Low,Tier 3,Yes,Low
1577,Male,IT,8.25,75.7,73.3,1,4.7,76.7,7,1,3,1,5,3,1,7.9,6,No,Medium,Tier 3,Yes,High
1578,Female,CSE,8.61,82.8,85.1,1,1.7,78.1,7,3,5,5,5,3,9,8.3,5,No,High,Tier 3,Yes,Low
1579,Female,ECE,7.92,63.6,57.9,1,5.0,75.6,6,2,4,3,3,5,6,8.2,5,No,Medium,Tier 1,Yes,Medium
1580,Male,ME,7.61,69.3,73.2,1,0.0,59.1,2,2,1,4,3,0,1,7.5,2,No,High,Tier 2,Yes,High
1581,Male,IT,6.65,63.9,68.3,1,2.2,66.5,6,0,3,2,3,3,0,7.4,1,No,Low,Tier 2,No,Medium
1582,Male,IT,7.76,72.1,71.7,0,6.7,83.6,8,1,5,1,5,5,4,7.3,8,Yes,Low,Tier 2,Yes,Medium
1583,Male,CE,7.13,61.2,65.4,0,2.7,67.2,2,0,1,4,4,1,0,6.2,5,No,High,Tier 2,Yes,Low
1584,Male,CSE,7.29,56.6,70.5,3,3.6,68.6,6,1,3,1,4,2,6,5.8,6,Yes,Medium,Tier 3,Yes,Medium
1585,Female,ME,5.95,55.0,55.2,0,0.0,56.3,7,1,4,5,3,5,1,6.2,6,No,Medium,Tier 2,Yes,High
1586,Male,ECE,7.23,62.2,62.8,0,6.7,80.3,4,1,2,2,4,1,3,6.6,3,No,Medium,Tier 3,Yes,None
1587,Female,ECE,9.1,84.9,89.1,0,3.5,75.1,4,1,2,3,4,2,2,6.2,6,No,Medium,Tier 1,Yes,Medium
1588,Male,CSE,8.62,73.6,70.5,0,6.6,81.5,7,0,5,3,4,6,1,7.5,6,No,Low,Tier 1,Yes,High
1589,Male,CSE,9.25,90.1,80.9,0,2.6,68.7,8,4,5,2,5,4,1,7.2,9,No,Medium,Tier 1,Yes,Medium
1590,Female,CE,8.82,84.5,77.3,0,1.0,62.5,3,2,2,3,4,4,0,7.4,9,Yes,Medium,Tier 2,Yes,High
1591,Female,ECE,8.58,70.9,76.5,1,6.8,75.3,8,3,5,2,5,4,5,7.4,1,No,Medium,Tier 2,Yes,High
1592,Female,ECE,7.51,75.8,65.9,0,4.8,76.6,3,1,3,5,4,2,2,8.4,8,Yes,High,Tier 3,Yes,Medium
1593,Male,ECE,8.38,68.7,67.1,0,4.2,69.6,8,2,5,5,4,5,8,7.0,9,No,Medium,Tier 2,Yes,Medium
1594,Male,IT,7.99,74.9,76.4,0,2.8,69.4,8,2,5,3,4,3,1,8.2,2,No,Low,Tier 2,Yes,High
1595,Female,CE,9.18,81.4,86.8,0,6.4,85.4,6,3,5,4,4,4,4,7.6,10,Yes,High,Tier 2,Yes,High
1596,Male,CSE,5.88,52.3,50.9,2,0.3,59.8,5,0,3,1,3,5,5,8.4,6,No,Medium,Tier 1,Yes,High
1597,Male,CSE,9.17,88.0,86.0,0,5.6,72.0,6,4,5,3,5,5,3,8.9,3,No,Medium,Tier 1,Yes,None
1598,Male,CSE,9.11,83.8,89.2,0,1.6,67.9,8,3,5,3,5,6,9,7.7,8,No,Low,Tier 2,No,Low
1599,Male,IT,7.64,62.5,68.2,0,4.9,77.6,7,4,4,1,3,5,5,7.1,7,No,Low,Tier 2,No,Medium
1600,Female,ME,9.47,82.6,89.6,0,8.0,79.5,2,3,2,5,4,2,2,7.1,8,No,Medium,Tier 3,Yes,Medium
1601,Male,ECE,6.58,61.6,58.2,1,3.9,67.3,8,1,5,3,3,5,6,6.4,8,No,Medium,Tier 2,No,Low
1602,Male,ME,7.64,74.1,72.4,0,3.8,73.5,8,2,5,2,3,4,4,6.4,7,No,High,Tier 3,Yes,None
1603,Male,ECE,7.63,72.9,79.4,0,3.0,74.5,1,3,1,1,3,2,2,8.1,1,No,High,Tier 2,Yes,Low
1604,Male,IT,9.58,85.2,90.3,0,3.7,74.5,4,3,3,1,5,3,1,5.8,10,No,High,Tier 3,Yes,Medium
1605,Male,ECE,10.0,88.2,88.6,0,3.1,66.8,8,4,5,4,5,4,5,8.9,10,No,Medium,Tier 1,Yes,High
1606,Male,CSE,7.65,78.9,69.1,0,4.0,79.1,4,1,2,5,4,0,2,6.8,10,Yes,Medium,Tier 2,Yes,High
1607,Male,CSE,9.56,90.5,83.3,0,3.4,68.1,4,3,4,5,4,5,4,9.0,8,No,Medium,Tier 2,Yes,Low
1608,Female,ECE,8.85,78.7,79.9,1,3.7,77.1,8,4,4,3,5,4,4,6.2,6,Yes,Low,Tier 3,Yes,Low
1609,Male,IT,8.02,72.4,69.2,0,2.9,75.0,4,2,3,1,5,2,4,7.3,2,No,Low,Tier 1,Yes,Low
1610,Male,ECE,10.0,84.7,89.7,0,3.7,74.6,8,4,5,2,5,6,5,6.6,2,No,Medium,Tier 2,Yes,Low
1611,Female,IT,7.91,69.5,61.9,1,3.9,68.0,7,2,4,5,4,2,2,6.0,2,No,High,Tier 2,Yes,Medium
1612,Female,CE,7.66,66.0,66.8,0,7.3,88.1,5,2,3,2,4,2,1,8.3,10,Yes,Low,Tier 2,No,Low
1613,Male,CSE,7.69,67.3,68.6,1,7.2,91.3,6,2,4,4,3,3,2,5.7,7,No,Low,Tier 1,Yes,None
1614,Male,CSE,9.45,90.6,92.8,0,4.7,80.2,7,3,5,4,5,5,4,6.2,3,No,High,Tier 1,Yes,Low
1615,Male,CSE,7.25,58.9,69.9,0,3.1,64.1,7,2,5,2,3,5,4,7.7,7,Yes,Low,Tier 2,Yes,Low
1616,Female,CE,8.21,72.9,74.0,0,4.7,68.1,4,3,3,2,4,3,1,7.9,9,No,Medium,Tier 2,Yes,None
1617,Female,CSE,7.48,62.6,61.2,1,2.4,69.4,6,1,5,3,4,6,1,5.3,10,No,Medium,Tier 1,Yes,Low
1618,Female,ECE,7.5,68.8,67.2,2,2.9,62.8,4,1,2,1,4,2,3,7.7,10,Yes,Low,Tier 2,Yes,Low
1619,Male,ECE,7.95,78.3,69.9,1,4.1,73.4,7,3,5,1,4,5,2,7.2,10,No,High,Tier 1,Yes,Low
1620,Female,CE,7.68,72.7,65.7,0,2.7,68.0,8,2,5,4,4,3,2,5.9,6,No,Low,Tier 3,Yes,Low
1621,Male,CSE,9.75,88.9,91.6,0,2.7,64.1,8,4,5,5,5,5,1,6.1,5,No,Medium,Tier 2,Yes,Medium
1622,Male,ECE,8.69,83.3,75.3,0,3.1,73.8,3,2,2,5,4,1,1,4.6,3,No,Low,Tier 3,Yes,High
1623,Male,ECE,9.03,85.8,80.1,0,8.6,81.2,5,2,3,3,5,3,2,9.0,10,No,Low,Tier 2,Yes,Medium
1624,Female,ECE,7.99,69.8,64.9,1,4.3,76.7,6,2,5,5,4,5,1,8.2,7,Yes,Low,Tier 3,Yes,Medium
1625,Male,IT,6.6,50.9,59.8,0,0.5,60.9,8,2,5,4,3,6,9,5.5,4,No,Low,Tier 2,Yes,High
1626,Female,CSE,7.73,75.4,74.0,0,4.4,73.4,7,3,5,4,3,6,4,8.0,8,Yes,Low,Tier 2,Yes,Low
1627,Male,IT,8.53,70.9,73.7,0,4.9,74.2,8,3,5,1,4,6,4,6.3,4,No,Medium,Tier 2,Yes,None
1628,Male,ME,8.43,70.1,81.2,3,3.9,71.3,7,2,4,3,4,5,6,8.1,4,No,Medium,Tier 3,Yes,Low
1629,Male,ME,8.45,74.7,81.0,1,5.2,83.5,8,1,4,4,4,3,2,6.4,10,Yes,Medium,Tier 2,Yes,Low
1630,Male,ME,9.43,82.0,83.1,0,2.9,58.2,5,3,3,1,5,5,2,6.6,2,Yes,Medium,Tier 1,No,Medium
1631,Female,ECE,7.84,64.7,77.0,0,3.7,78.1,2,2,2,3,4,2,1,6.7,6,No,High,Tier 1,Yes,None
1632,Male,CSE,9.84,88.1,94.3,0,3.8,61.2,8,3,5,3,4,6,2,6.2,3,Yes,High,Tier 2,Yes,High
1633,Female,ME,8.02,70.7,75.3,0,2.6,73.4,8,3,5,2,4,6,2,8.7,6,No,Medium,Tier 2,Yes,None
1634,Female,ECE,8.27,76.8,85.1,0,2.1,65.7,8,3,5,5,4,2,2,8.1,7,No,High,Tier 1,Yes,High
1635,Female,ME,8.44,76.0,80.9,1,4.2,75.3,2,3,1,5,4,2,0,7.1,3,No,Medium,Tier 2,Yes,High
1636,Male,ECE,9.91,90.8,95.1,0,4.5,72.7,5,4,4,1,5,4,4,8.2,4,No,Medium,Tier 2,Yes,High
